aadb,2=嗷嗷待哺
mzme,2=没怎么
mzmw,2=没滋没味
mzpi,2=满嘴跑火车
mzvg,2=弥足珍贵
mzyu,2=名噪一时
nbej,2=诺贝尔奖
nber,2=诺贝尔
nbgo,2=拗不过
nbhh,2=牛逼哄哄
nbhj,2=捏把汗
nbht,2=牛不喝水强按头
nbig,2=难不成
nbiu,2=拿不出手
nbjq,2=那不就
nbju,2=那不就是
nbke,2=怒不可遏
nblu,2=鸟不拉屎
nbmb,2=弄不明白
nbng,2=能不能
nbnv,2=女扮男装
nbqi,2=弄不清楚
nbqq,2=南半球
nbry,2=你不仁我不义
nbui,2=那不是
nbvu,2=耐不住
nbvy,2=拿不准
nbzi,2=牛鼻子
ncle,2=弄错了
ncnm,2=男才女貌
ncqj,2=难辞其咎
ncso,2=男厕所
ncxq,2=怒从心头起
ndbd,2=那倒不一定
ndbo,2=脑电波
nddh,2=男大当婚
nddj,2=女大当嫁
ndht,2=难得糊涂
ndjy,2=年代久远
ndni,2=男盗女娼
ndqx,2=拿得起放得下
ndrj,2=那当然
ndrl,2=那当然了
ndub,2=女大十八变
nduj,2=那段时间
nduo,2=难道说
ndvg,2=尿毒症
ndvu,2=耐得住
ndvy,2=拿定主意
ndxu,2=牛刀小试
ndyj,2=难得一见
ndyu,2=那倒也是
nedq,2=男儿当自强
nexj,2=男儿膝下有黄金
neyt,2=男儿有泪不轻弹
nfig,2=怒发冲冠
nflq,2=年富力强
nfmm,2=哪方面
nfnj,2=难分难解
nfyn,2=年复一年
ngbb,2=年过半百
ngdu,2=年高德劭
ngdx,2=那个东西
ngfg,2=南国风光
ngnv,2=男耕女织
ngqj,2=能工巧匠
ngsu,2=年过三十
ngtu,2=哪管他人瓦上霜
nguu,2=牛鬼蛇神
nguw,2=能歌善舞
ngzi,2=那个字
nhbh,2=哪壶不开提哪壶
nhdg,2=霓虹灯
nher,2=那会儿
nhgx,2=南回归线
nhhs,2=闹哄哄
nhkd,2=内行看门道
nhld,2=拿回来
nhna,2=男欢女爱
nhnj,2=男婚女嫁
nhqn,2=奈何桥
nhrc,2=拈花惹草
nhvu,2=怒火中烧
nhvw,2=呐喊助威
nhyu,2=那还用说
nhzi,2=男孩子
nild,2=拿出来
njbq,2=内举不避亲
njdx,2=南京大学
njgc,2=鸟尽弓藏
njge,2=哪几个
njiv,2=弄假成真
njjm,2=牛角尖
njlg,2=尼加拉瓜
njli,2=凝聚力
njnf,2=难解难分
njqq,2=年纪轻轻
njsl,2=那就算了
njtm,2=那几天
njvy,2=宁静致远
njvz,2=南极洲
nkdx,2=南开大学
nkrx,2=囊空如洗
nksh,2=囊括四海
nkwy,2=扭亏为盈
nkxy,2=宁可信其有
nkym,2=南柯一梦
nlbw,2=南来北往
nleu,2=逆流而上
nljj,2=拿了鸡毛当令箭
nlkq,2=哪凉快哪呆着去
nlld,2=脑力劳动
nllu,2=年老力衰
nllv,2=年利率
nlnp,2=捏了捏
nlnt,2=挠了挠头
nlsu,2=年老色衰
nltr,2=年老体弱
nltu,2=年老体衰
nluu,2=逆来顺受
nlvb,2=女流之辈
nlvn,2=牛郎织女
nlyh,2=捏了一把汗
nmby,2=纳米比亚
nmdn,2=那么多年
nmdo,2=那么多
nmdr,2=那么多人
nmeu,2=怒目而视
nmgq,2=内蒙古自治区
nmgu,2=内蒙古
nmhu,2=那么回事
nmif,2=脑满肠肥
nmtr,2=年迈体弱
nmui,2=农贸市场
nmvc,2=浓墨重彩
nmvz,2=南美洲
nmzi,2=脑门子
nnbw,2=念念不忘
nnbx,2=男女不限
nndp,2=男女搭配
nnkg,2=难能可贵
nnlu,2=男女老少
nnly,2=男女老幼
nnpd,2=男女平等
nnrh,2=泥牛入海
nnss,2=年年岁岁
nntt,2=袅袅婷婷
nnuq,2=男女授受不亲
nnwh,2=能奈我何
nnyc,2=念念有词
nnyy,2=年年有余
nnzy,2=喃喃自语
npjl,2=女怕嫁错郎
nply,2=拿破仑
npqi,2=牛脾气
nprh,2=男怕入错行
npsh,2=泥菩萨过河
npui,2=哪怕是
npvi,2=牛皮纸
npxr,2=牛皮癣
npyz,2=男朋友
nqbd,2=南腔北调
nqbv,2=怒其不争
nqhp,2=鸟枪换炮
nqhx,2=年轻化
nqii,2=怒气冲冲
nqit,2=怒气冲天
nqiv,2=弄巧成拙
nqle,2=哪去了
nqlv,2=年轻力壮
nqmy,2=浓情蜜意
nqnu,2=能屈能伸
nqpv,2=拈轻怕重
nqwl,2=宁缺毋滥
nqyw,2=年轻有为
nrer,2=尼日尔
nrjr,2=拿人家的手软
nrly,2=尼日利亚
nrmm,2=牛肉面
nrsn,2=能人所不能
nrxw,2=耐人寻味
nsbq,2=宁死不屈
nsdk,2=纳斯达克
nsic,2=拈酸吃醋
nslf,2=南斯拉夫
nsmd,2=泥塑木雕
nswh,2=你死我活
ntbz,2=牛头不对马嘴
ntdg,2=脑体倒挂
ntmm,2=牛头马面
nuhd,2=能说会道
nuhx,2=拿手好戏
nujn,2=难上加难
nujx,2=泥沙俱下
nulq,2=泥石流
nunf,2=难舍难分
nunj,2=蹑手蹑脚
nuqd,2=南沙群岛
nuqk,2=年少轻狂
nurf,2=纳税人
nusj,2=鸟兽散
nuvf,2=逆时针
nuwv,2=年少无知
nuxv,2=逆水行舟
nuyw,2=年少有为
nvbh,2=难者不会
nvbv,2=南征北战
nvbw,2=宁折不弯
nvdc,2=哪知道
nvdh,2=脑震荡
nvdl,2=能者多劳
nvdm,2=浓妆淡抹
nvgv,2=能征惯战
nvjj,2=拿着鸡毛当令箭
nvjl,2=年终奖
nvqj,2=闹中取静
nvqk,2=扭转乾坤
nvuv,2=能征善战
nvvw,2=囊中之物
nvwd,2=你争我夺
nvwg,2=你追我赶
nvwv,2=你知我知
nvxs,2=囊中羞涩
nvyh,2=捏着一把汗
nvym,2=浓妆艳抹
nvyu,2=乃至于
nwgj,2=内外勾结
nwjk,2=内外交困
nwjx,2=内外兼修
nwnw,2=能文能武
nwqk,2=难为情
nwuw,2=鸟为食亡
nwvw,2=逆我者亡
nwys,2=宁为玉碎
nxbc,2=脑细胞
nxdb,2=内心独白
nxdx,2=那些东西
nxge,2=那些个
nxhq,2=宁夏回族自治区
nxhx,2=男性化
nxin,2=恼羞成怒
nxlj,2=纽西兰
nxnd,2=难兄难弟
nxrf,2=哪些人
nxui,2=内心深处
nxwt,2=哪些问题
nxys,2=怒形于色
nxzi,2=那小子
nxzj,2=弄虚作假
nxzu,2=纳西族
nybh,2=捏一把汗
nybv,2=南辕北辙
nybx,2=奴颜婢膝
nycx,2=匿影藏形
nydh,2=那样的话
nydx,2=农业大学
nyge,2=哪一个
nygg,2=浓烟滚滚
nygx,2=年逾古稀
nyhx,2=鸟语花香
nyif,2=弄月嘲风
nyin,2=那一刹那
nyjr,2=娘要嫁人
nyju,2=农业局
nymg,2=奴颜媚骨
nymx,2=讷言敏行
nyri,2=年月日
nyub,2=能言善辩
nyut,2=难于上青天
nyvs,2=哪一种
nyvt,2=你有张良计，我有过墙梯
nyvx,2=难以置信
nyvy,2=难言之隐
nywh,2=内忧外患
nywj,2=难以为继
nyww,2=哪一位
nyxt,2=脑溢血
nyxx,2=难以想象
nyxy,2=难以下咽
nyyh,2=农业银行
nyyx,2=囊萤映雪
nzbu,2=脑子不好使
nzgl,2=内在规律
nzhf,2=男子汉大丈夫
nzhj,2=男子汉
nzku,2=牛仔裤
nzli,2=脑子里
nznb,2=男尊女卑
nzny,2=男左女右
nzty,2=挪作他用
nzux,2=泥足深陷
nzwu,2=农作物
nzzz,2=念兹在兹
odsl,2=藕断丝连
ogti,2=欧共体
opke,2=欧佩克
orxk,2=偶然性
oxlx,2=呕心沥血
paeq,2=拍案而起
pajj,2=拍案叫绝
pawu,2=平安无事
payy,2=偏安一隅
pbbk,2=疲惫不堪
pbbv,2=排兵布阵
pbdn,2=平板电脑
pbdy,2=迫不得已
pbel,2=扑鼻而来
pbgu,2=皮包骨
pbij,2=拍板成交
pbjd,2=迫不及待
pbjj,2=贫病交加
pblm,2=跑不了庙
pbpa,2=怕不怕
pbpl,2=漂不漂亮
pbqy,2=平步青云
pbuh,2=蓬荜生辉
pbui,2=赔不是
pbwg,2=平白无故
pbwj,2=朋比为奸
pbxu,2=蓬勃向上
pbyi,2=喷薄欲出
pcps,2=骗财骗色
pdfb,2=平地风波
pdjn,2=庖丁解牛
pdla,2=潘多拉
pdli,2=判断力
pdlu,2=跑得了和尚
pdwq,2=平淡无奇
pehl,2=破而后立
pfbk,2=皮肤病
pfdx,2=捧腹大笑
pffh,2=贫富分化
pfhu,2=蚍蜉撼树
pfij,2=贫富差距
pfiv,2=破釜沉舟
pfke,2=皮肤科
pfmi,2=平方米
pfmj,2=泼妇骂街
pfqs,2=平分秋色
pfvv,2=颇费周折
pfvx,2=平反昭雪
pfvy,2=匹夫之勇
pfwz,2=匹夫无罪
pfyh,2=浦发银行
pgcj,2=盘根错节
pgnl,2=屁滚尿流
pgpu,2=破罐破摔
pgvq,2=旁观者清
pgwd,2=刨根问底
pgyk,2=蒲公英
pgzu,2=破罐子破摔
phbh,2=排行榜
phdm,2=平衡点
phhu,2=胖乎乎
phlt,2=炮火连天
phmu,2=平衡木
phxk,2=破坏性
pimx,2=破除迷信
piph,2=骗吃骗喝
piso,2=派出所
piwl,2=鹏程万里
piwn,2=排除万难
pixb,2=平常心
pjbl,2=片甲不留
pjid,2=破茧成蝶
pjiy,2=破镜重圆
pjlu,2=破纪录
pjlx,2=破旧立新
pjsi,2=牝鸡司晨
pjtl,2=否极泰来
pjuu,2=判决书
pjvj,2=披荆斩棘
pjvr,2=披坚执锐
pjxl,2=破家县令
pkdq,2=贫困地区
pknz,2=凭空捏造
pkrv,2=皮开肉绽
pkxm,2=贫困线
pldq,2=赔礼道歉
plfb,2=赔了夫人又折兵
plff,2=攀龙附凤
plhm,2=跑了和尚跑不了庙
plho,2=破烂货
plhx,2=漂亮话
plpd,2=拍了拍
plpl,2=噼里啪啦
plpq,2=跑来跑去
pltc,2=跑龙套
pluv,2=泼冷水
plyh,2=碰了一鼻子灰
plyq,2=皮里阳秋
pmbm,2=盆满钵满
pmbx,2=平民百姓
pmel,2=扑面而来
pmer,2=破门而入
pmgh,2=跑马观花
pmku,2=贫民窟
pmnj,2=拍马难及
pmtu,2=平面图
pmzd,2=旁门左道
pmzu,2=普米族
pnql,2=跑哪去了
ppaa,2=平平安安
ppbb,2=蓬蓬勃勃
ppbu,2=偏旁部首
ppdd,2=平平淡淡
ppdy,2=瓢泼大雨
ppgg,2=瓶瓶罐罐
ppgz,2=翩翩公子
ppjj,2=平平静静
ppll,2=漂漂亮亮
ppmm,2=婆婆妈妈
ppmp,2=拍拍马屁
pppa,2=啪啪啪
pppg,2=拍拍屁股
pppp,2=噼噼啪啪
ppqq,2=乒乓球
ppqw,2=翩翩起舞
pprj,2=飘飘然
ppth,2=泡泡糖
pptt,2=普普通通
ppun,2=翩翩少年
ppvx,2=平铺直叙
ppwq,2=平平无奇
ppyx,2=飘飘欲仙
ppzz,2=平平仄仄
pqcj,2=旁敲侧击
pqld,2=爬起来
pqle,2=抛弃了
pqpz,2=平起平坐
pqui,2=喷气式
prdw,2=庞然大物
prli,2=平日里
prlr,2=判若两人
pruo,2=譬如说
prvk,2=皮肉之苦
prwr,2=旁若无人
prxd,2=怦然心动
pryn,2=判若云泥
pslk,2=蒲松龄
psph,2=拼死拼活
psxi,2=菩萨心肠
ptdy,2=滂沱大雨
ptei,2=破土而出
ptgd,2=铺天盖地
ptgj,2=葡萄干
ptgl,2=劈头盖脸
ptgm,2=蓬头垢面
pthl,2=破天荒
pthx,2=普通话
ptle,2=泡汤了
ptlm,2=抛头露面
ptlt,2=破铜烂铁
ptlx,2=抛头颅洒热血
ptlz,2=品头论足
ptpx,2=偏听偏信
ptrf,2=普通人
ptsf,2=披头散发
ptth,2=葡萄糖
pttq,2=普天同庆
ptuj,2=普陀山
ptvx,2=普天之下
ptwx,2=破涕为笑
ptxk,2=排他性
ptya,2=葡萄牙
publ,2=平时不努力
pubx,2=平时不烧香
pudh,2=排山倒海
puik,2=拍手称快
pujh,2=拍手叫好
puml,2=扑朔迷离
pupl,2=婆说婆有理
puwh,2=朴实无华
puxf,2=萍水相逢
puxk,2=普适性
pvbf,2=皮之不存，毛将焉附
pvbi,2=破绽百出
pvby,2=旁征博引
pvfd,2=品种繁多
pvhc,2=破折号
pvhx,2=攀枝花
pvlf,2=铺张浪费
pvpa,2=怕只怕
pvyl,2=披着羊皮的狼
pvyu,2=偏重于
pvyy,2=抛砖引玉
pwyj,2=盼望已久
pxdw,2=爬行动物
pxdy,2=披星戴月
pxel,2=平心而论
pxhx,2=偏向虎山行
pxjy,2=品学兼优
pxrx,2=皮笑肉不笑
pxxm,2=平行线
pxza,2=偏信则暗
pybh,2=碰一鼻子灰
pybm,2=疲于奔命
pygh,2=漂洋过海
pyhu,2=鄱阳湖
pyjn,2=排忧解难
pyjr,2=平易近人
pylu,2=破衣烂衫
pymh,2=便宜没好货
pyvb,2=平庸之辈
pyvy,2=片言只语
pywh,2=便宜无好货
pyxi,2=旁逸斜出
pyyf,2=疲于应付
pzmj,2=迫在眉睫
qade,2=亲爱的
qagl,2=乞哀告怜
qatm,2=弃暗投明
qbdl,2=气不打一处来
qbdw,2=穷兵黩武
qbgu,2=敲边鼓
qbgz,2=岂不怪哉
qbiu,2=泣不成声
qbjj,2=情比金坚
qbjq,2=前不久
qbju,2=情报局
qbjx,2=起步价
qbkx,2=岂不可惜
qbqu,2=去不去
qbsv,2=七八岁
qbte,2=丘比特
qbuo,2=且不说
qbvd,2=前不着村，后不着店
qbvi,2=却不知
qbwj,2=千百万
qbyn,2=祛病延年
qbzj,2=情不自禁
qbzz,2=齐步走
qcdl,2=强词夺理
qcla,2=青菜萝卜各有所爱
qcqj,2=去粗取精
qcql,2=群策群力
qcsy,2=青葱岁月
qcye,2=清脆悦耳
qczj,2=遣词造句
qdfu,2=清道夫
qdgx,2=裙带关系
qdgy,2=七大姑八大姨
qdhi,2=恰到好处
qdhj,2=青灯黄卷
qdhu,2=千岛湖
qdik,2=情窦初开
qdin,2=枪打出头鸟
qdir,2=气垫船
qdiv,2=屈打成招
qdjt,2=拳打脚踢
qdle,2=取得了
qdnf,2=千叮咛万嘱咐
qdqi,2=瞧得起
qdtg,2=巧夺天工
qdty,2=求大同，存小异
qdux,2=气定神闲
qdve,2=期待着
qdvj,2=请多指教
qdvt,2=墙倒众人推
qdwg,2=千刀万剐
qdwv,2=千叮万嘱
qdxk,2=确定性
qdyj,2=期待已久
qdyx,2=取大优先
qebb,2=千儿八百
qebd,2=求而不得
qebu,2=锲而不舍
qedv,2=取而代之
qelx,2=妻儿老小
qewx,2=千恩万谢
qeyj,2=轻而易举
qfbd,2=起伏不定
qfbi,2=全封闭
qfbj,2=千方百计
qfdc,2=棋逢对手，将遇良才
qfdu,2=棋逢对手
qfdy,2=情非得已
qfhc,2=千分号
qfhj,2=前赴后继
qfhy,2=前俯后仰
qfky,2=凄风苦雨
qfly,2=凄风冷雨
qfmy,2=清风明月
qfni,2=巧妇难为无米之炊
qfqi,2=潜伏期
qfsu,2=秋风送爽
qfsv,2=千夫所指
qfsy,2=秋风扫落叶
qfvi,2=千分之
qfvt,2=切肤之痛
qfvy,2=千分之一
qfwv,2=全副武装
qfww,2=全方位
qfxk,2=启发性
qfyu,2=确非易事
qgbb,2=千古不变
qgbq,2=七拱八翘
qgbt,2=缺胳膊少腿
qgdj,2=穷光蛋
qghg,2=曲高和寡
qgih,2=气贯长虹
qgjb,2=缺根筋
qgji,2=千古绝唱
qgjl,2=清规戒律
qgjn,2=强弓劲弩
qgjq,2=前功尽弃
qgjx,2=勤工俭学
qgle,2=奇怪了
qgmw,2=轻歌曼舞
qgnu,2=清官难断家务事
qgqi,2=倾国倾城
qgql,2=桥归桥，路归路
qgqq,2=曲棍球
qgqu,2=秋高气爽
qgvh,2=窃国者侯
qgvv,2=窃钩者诛
qgxd,2=旗鼓相当
qgxk,2=全国性
qgxs,2=敲骨吸髓
qgyc,2=奇光异彩
qgyj,2=青光眼
qgyv,2=棋高一着
qgzc,2=岂敢造次
qgze,2=潜规则
qhbd,2=清华北大
qhbj,2=青黄不接
qhbs,2=七荤八素
qhbu,2=欺行霸市
qhbv,2=千回百转
qhdc,2=秦皇岛
qhdx,2=清华大学
qhhu,2=气呼呼
qhhy,2=前呼后拥
qhkj,2=奇货可居
qhlb,2=权衡利弊
qhli,2=亲和力
qhnx,2=骑虎难下
qhsv,2=秋后算账
qhth,2=秋海棠
qhug,2=青海省
qhwf,2=秋毫无犯
qhwh,2=千呼万唤
qhwu,2=氰化物
qhyc,2=奇花异草
qhyk,2=情何以堪
qhyp,2=漆黑一片
qhyt,2=漆黑一团
qhzb,2=青红皂白
qhzy,2=前后左右
qibl,2=千锤百炼
qidr,2=奇耻大辱
qidz,2=青春痘
qiei,2=倾巢而出
qiid,2=倾巢出动
qijc,2=轻车简从
qijv,2=浅尝即止
qile,2=起床了
qinu,2=青春年少
qiqi,2=青春期
qisj,2=前程似锦
qith,2=切齿痛恨
qiuj,2=青城山
qiul,2=轻车熟路
qivh,2=起承转合
qivj,2=前车之鉴
qivv,2=浅尝辄止
qiwu,2=前尘往事
qixh,2=气冲霄汉
qiyd,2=前程远大
qiyl,2=青出于蓝
qjbh,2=气急败坏
qjbj,2=请将不如激将
qjbm,2=奇经八脉
qjbx,2=趋吉避凶
qjdi,2=倾家荡产
qjdk,2=千斤顶
qjdl,2=缺斤短两
qjfm,2=全军覆没
qjfu,2=全家福
qjgs,2=清洁工
qjhg,2=前倨后恭
qjji,2=清洁剂
qjjr,2=情景交融
qjjy,2=勤俭节约
qjll,2=请见谅
qjlu,2=轻解罗裳
qjlx,2=勤加练习
qjmk,2=前几名
qjmx,2=千金买笑
qjmy,2=强奸民意
qjnq,2=千金难求
qjpj,2=全键盘
qjrf,2=其疾如风
qjri,2=前几日
qjrw,2=请君入瓮
qjsl,2=千金散尽还复来
qjtm,2=前几天
qjty,2=曲径通幽
qjub,2=强将手下无弱兵
qjuw,2=气绝身亡
qjvf,2=千钧重负
qjvg,2=齐家治国
qjvh,2=秦晋之好
qjvt,2=千金之子，坐不垂堂
qjvu,2=情急智生
qjvx,2=情急之下
qjvz,2=欺君之罪
qjwd,2=轻举妄动
qjwh,2=千家万户
qjwl,2=穷极无聊
qjwm,2=千军万马
qjwu,2=欺君罔上
qjwv,2=迄今为止
qjww,2=清静无为
qjxj,2=千金小姐
qjyf,2=千钧一发
qjyn,2=千金一诺
qjyq,2=奇技淫巧
qjyr,2=强加于人
qjyu,2=取决于
qjyy,2=琼浆玉液
qkdy,2=乾坤大挪移
qkwl,2=晴空万里
qkwv,2=穷寇勿追
qkxx,2=情况下
qlbg,2=曲里八拐
qlbh,2=趋利避害
qlbl,2=七零八落
qlbu,2=七老八十
qldg,2=敲锣打鼓
qldj,2=其利断金
qldy,2=枪林弹雨
qlge,2=曲里拐弯儿
qlgk,2=奇了怪
qlgl,2=奇了怪了
qlgu,2=潜力股
qlgw,2=曲里拐弯
qlig,2=秦楼楚馆
qlma,2=千里马
qlmh,2=清理门户
qlqw,2=亲力亲为
qlrr,2=其乐融融
qlsm,2=千里送鹅毛
qlts,2=清丽脱俗
qltt,2=千里迢迢
qlvd,2=千里之堤
qlvv,2=情理之中
qlvx,2=千里之行
qlwq,2=其乐无穷
qlwu,2=群龙无首
qlwy,2=歧路亡羊
qlxn,2=娶了媳妇忘了娘
qlyf,2=全力以赴
qlyq,2=千里姻缘一线牵
qlyv,2=欠了一屁股债
qlyy,2=琼楼玉宇
qlzs,2=妻离子散
qmby,2=其貌不扬
qmdx,2=轻描淡写
qmjp,2=清明节
qmlw,2=群魔乱舞
qmsu,2=青霉素
qmvl,2=犬马之劳
qmvm,2=青梅竹马
qmzh,2=阡陌纵横
qnbv,2=勤能补拙
qncj,2=青年才俊
qndt,2=强扭的瓜不甜
qngx,2=轻诺寡信
qnkx,2=墙内开花墙外香
qnvm,2=强弩之末
qnvy,2=七年之痒
qnwx,2=千难万险
qnxu,2=倾囊相授
qnyr,2=迁怒于人
qnzj,2=情难自禁
qpbc,2=七拼八凑
qpbw,2=七平八稳
qpdy,2=倾盆大雨
qpfd,2=全盘否定
qphj,2=前仆后继
qphx,2=俏皮话
qphy,2=亲朋好友
qplh,2=前怕狼，后怕虎
qppn,2=轻飘飘
qpqm,2=枪炮齐鸣
qpvg,2=七品芝麻官
qpxk,2=欺骗性
qpyl,2=千篇一律
qqaa,2=期期艾艾
qqbb,2=七七八八
qqbg,2=千奇百怪
qqcc,2=凄凄惨惨
qqdb,2=全权代表
qqdd,2=敲敲打打
qqdy,2=千秋大业
qqev,2=群起而攻之
qqfh,2=牵强附会
qqgg,2=奇奇怪怪
qqhd,2=巧取豪夺
qqhh,2=前前后后
qqhx,2=全球化
qqii,2=清清楚楚
qqiq,2=妻妾成群
qqiy,2=权倾朝野
qqjl,2=茕茕孑立
qqjy,2=权钱交易
qqjz,2=谦谦君子
qqkk,2=勤勤恳恳
qqlh,2=强强联合
qqll,2=起起落落
qqlu,2=强强联手
qqly,2=七情六欲
qqpy,2=亲戚朋友
qqss,2=轻轻松松
qqsy,2=窃窃私语
qqtr,2=全情投入
qquh,2=琴棋书画
qquu,2=确确实实
qquy,2=七窍生烟
qquz,2=娶妻生子
qqvv,2=曲曲折折
qqvx,2=乔迁之喜
qqwd,2=千秋万代
qqww,2=千千万万
qqxf,2=恰恰相反
qqxu,2=区区小事
qqzb,2=求全责备
qrbl,2=弃若敝履
qrpy,2=欺软怕硬
qrqf,2=恰如其分
qrsn,2=强人所难
qrtu,2=欺人太甚
qrvf,2=齐人之福
qrxp,2=沁人心脾
qrym,2=千人一面
qrys,2=气若游丝
qryt,2=杞人忧天
qrzl,2=前人栽树，后人乘凉
qsbh,2=七死八活
qshu,2=起死回生
qshx,2=前思后想
qsmx,2=奇思妙想
qsna,2=寝食难安
qspp,2=琴瑟琵琶
qsuq,2=情随事迁
qsuu,2=起诉书
qswl,2=千丝万缕
qsww,2=前所未闻
qswy,2=前所未有
qsyk,2=轻松愉快
qszr,2=轻松自如
qtbr,2=青天白日
qtcc,2=墙头草
qtcy,2=求同存异
qtdu,2=蜻蜓点水
qtgl,2=奇谈怪论
qtgr,2=情同骨肉
qtgu,2=清汤寡水
qtik,2=亲痛仇快
qtjm,2=情同姐妹
qtkj,2=囚徒困境
qtml,2=穷途末路
qtpl,2=晴天霹雳
qtqi,2=青铜器
qtqw,2=掐头去尾
qtuh,2=气吞山河
qtuz,2=情同手足
qtwb,2=前途未卜
qtwl,2=前途无量
qtwx,2=千头万绪
quba,2=寝食不安
qubf,2=求神拜佛
qubr,2=禽兽不如
qubw,2=前事不忘
qubx,2=七上八下
qudm,2=欺世盗名
quem,2=螓首蛾眉
quet,2=全身而退
queu,2=穷山恶水
qugm,2=囚首垢面
qugr,2=亲生骨肉
qugv,2=全神贯注
qugx,2=七十古稀
quhh,2=气势恢宏
quhl,2=秦始皇
qujl,2=亲身经历
qujy,2=穷奢极欲
qukx,2=切实可行
qulm,2=青史留名
quly,2=切身利益
qumx,2=欺上瞒下
qunf,2=其实难副
qupb,2=气势磅礴
qupe,2=欺善怕恶
quqj,2=轻手轻脚
quqq,2=怯声怯气
qurh,2=巧舌如簧
qurn,2=请神容易送神难
qush,2=情深似海
qusx,2=欺霜赛雪
quth,2=切身体会
quuq,2=全胜时期
quwb,2=求神问卜
quwu,2=千山万水
quwx,2=欺上罔下
quxy,2=轻声细语
quyd,2=翘首以待
quym,2=清水衙门
quyp,2=翘首以盼
quyq,2=情深缘浅
qvbd,2=求之不得
qvbg,2=却之不恭
qvbj,2=取之不尽
qvbk,2=七折八扣
qvbt,2=牵着不走，打着倒退
qvbu,2=穷追不舍
qvdb,2=乔装打扮
qvdi,2=浅斟低唱
qvdm,2=起征点
qvdv,2=轻重倒置
qvdy,2=枪支弹药
qvfu,2=区政府
qvgg,2=齐抓共管
qvgh,2=敲竹杠
qvgu,2=强中更有强中手
qvhj,2=轻重缓急
qvhq,2=欠债还钱
qvjc,2=轻装简从
qvji,2=起重机
qvku,2=屈指可数
qvkx,2=弃之可惜
qvlj,2=清正廉洁
qvls,2=敲诈勒索
qvmd,2=穷追猛打
qvnm,2=青壮年
qvnu,2=罄竹难书
qvrj,2=弃之如敝屐
qvrl,2=弃之如敝履
qvrs,2=曲终人散
qvrw,2=趋之若鹜
qvsi,2=清真寺
qvub,2=切中时弊
qvuh,2=气壮山河
qvuj,2=起止时间
qvuv,2=轻装上阵
qvvy,2=其中之一
qvwq,2=千真万确
qvxk,2=强制性
qvyb,2=奇珍异宝
qvyd,2=取之有道
qvyf,2=奇装异服
qvyg,2=其中一个
qvyh,2=切中要害
qvym,2=取之于民
qvyq,2=情真意切
qvys,2=掐指一算
qvyu,2=求知欲
qvzi,2=前阵子
qvzq,2=清者自清
qvzu,2=强中自有强中手
qwcj,2=去芜存菁
qwcv,2=去伪存真
qwgr,2=前无古人
qwgu,2=奇文共赏
qwma,2=区位码
qwui,2=全无是处
qwux,2=悄无声息
qwvi,2=期望值
qwwq,2=其味无穷
qwxg,2=全无心肝
qwxt,2=趣味相投
qwyu,2=趣闻轶事
qxdq,2=牵线搭桥
qxgv,2=奇形怪状
qxgy,2=清心寡欲
qxhl,2=齐心合力
qxje,2=穷凶极恶
qxju,2=谦虚谨慎
qxjz,2=抢险救灾
qxkl,2=勤学苦练
qxle,2=取消了
qxnm,2=前些年
qxpr,2=穷乡僻壤
qxqy,2=全心全意
qxrk,2=求贤若渴
qxrl,2=其臭如兰
qxtd,2=气象台
qxts,2=清新脱俗
qxuu,2=全校师生
qxvi,2=裙下之臣
qxvy,2=潜心专研
qxwk,2=千辛万苦
qxwq,2=气象万千
qxwy,2=确信无疑
qxxl,2=齐心协力
qxyd,2=浅显易懂
qxyj,2=缺心眼
qxym,2=取信于民
qxyu,2=趋向于
qxyv,2=泉下有知
qybf,2=轻徭薄赋
qybk,2=缺一不可
qybn,2=晴雨表
qybu,2=千依百顺
qyby,2=前言不搭后语
qycc,2=去也匆匆
qyci,2=去一次
qycl,2=岂有此理
qydr,2=前一段
qydv,2=情有独钟
qydw,2=企业单位
qyff,2=七月份
qyfq,2=轻言放弃
qyfu,2=趋炎附势
qyfy,2=曲意逢迎
qygl,2=企业管理
qygo,2=奇异果
qyhg,2=前因后果
qyhh,2=前仰后合
qyhm,2=轻于鸿毛
qyhx,2=强颜欢笑
qyjc,2=犬牙交错
qyky,2=情有可原
qyll,2=请原谅
qyls,2=巧言令色
qymh,2=潜移默化
qypv,2=欠一屁股债
qyqn,2=瞧一瞧
qyqu,2=确有其事
qyrh,2=巧言如簧
qyse,2=清一色
qytx,2=窃玉偷香
qyui,2=潜意识
qyul,2=潜意识里
qyvj,2=权宜之计
qyvz,2=前一阵子
qywh,2=企业文化
qywy,2=千言万语
qyxa,2=器宇轩昂
qyxj,2=青眼相加
qyxt,2=气焰熏天
qyyf,2=穷于应付
qyyj,2=青眼有加
qyyn,2=求爷爷告奶奶
qyyu,2=其言也善
qzbi,2=签字笔
qzbt,2=千姿百态
qzbu,2=七嘴八舌
qzds,2=全自动
qzdu,2=穷则独善其身
qzgy,2=青藏高原
qzim,2=亲自出马
qzmh,2=起早摸黑
qznf,2=千载难逢
qzsb,2=穷则思变
qzth,2=起早贪黑
qzwy,2=确凿无疑
qzxw,2=擒贼先擒王
qzys,2=起作用
rbde,2=容不得
rbdg,2=肉包打狗
rbfi,2=入不敷出
rbfr,2=人不犯我，我不犯人
rbiu,2=认不出
rbjf,2=弱不禁风
rbkd,2=锐不可当
rbkl,2=人不可貌相，海水不可斗量
