aadb,1=嗷嗷待哺
rdyu,1=热带鱼
rdzz,1=人多嘴杂
remj,1=日耳曼
rfcm,1=人非草木
rfpv,1=如法炮制
rfux,1=人非圣贤
rfyu,1=人浮于事
rggl,1=荣归故里
rghf,1=容光焕发
rghx,1=人工呼吸
rglm,1=人过留名
rglu,1=人过留名，雁过留声
rgly,1=热锅里的蚂蚁
rgmd,1=人高马大
rgqr,1=绕个圈
rgsq,1=如隔三秋
rguy,1=热锅上的蚂蚁
rgvn,1=人工智能
rgyu,1=日光浴
rgyv,1=人各有志
rgzh,1=如鲠在喉
rhfg,1=荣华富贵
rhgt,1=融会贯通
rhhu,1=热乎乎
rhit,1=热火朝天
rhjb,1=热乎劲
rhmj,1=如花美眷
rhmm,1=人海茫茫
rhrt,1=如火如荼
rhsy,1=如花似玉
rhty,1=如虎添翼
rhuh,1=如何是好
rhuu,1=惹火烧身
rhvb,1=如获至宝
rhvu,1=人海战术
ribn,1=日程表
rifw,1=入场费
riqr,1=入场券
rirz,1=如痴如醉
riuh,1=日常生活
riwh,1=人畜无害
riyv,1=如出一辙
rjae,1=忍饥挨饿
rjbh,1=如假包换
rjbj,1=忍俊不禁
rjdj,1=日进斗金
rjdl,1=人杰地灵
rjdy,1=人间地狱
rjfp,1=人间凡品
rjgx,1=人际关系
rjhv,1=人迹罕至
rjjv,1=人尽皆知
rjjx,1=日久见人心
rjpj,1=软键盘
rjqc,1=人尽其才
rjqr,1=如见其人
rjra,1=人见人爱
rjrl,1=若即若离
rjsk,1=如饥似渴
rjsq,1=如胶似漆
rjti,1=日久天长
rjuq,1=日久生情
rjvq,1=人间重晚晴
rjvu,1=人急智生
rjws,1=入境问俗
rjyh,1=人间烟火
rjyl,1=日积月累
rjyv,1=人皆有之
rklk,1=绕口令
rkmf,1=人困马乏
rlbb,1=如履薄冰
rldd,1=如临大敌
rlfg,1=人来疯
rlfo,1=如来佛
rlge,1=如雷贯耳
rlhy,1=热烈欢迎
rlll,1=人流量
rlpd,1=如履平地
rlrw,1=人来人往
rlry,1=任劳任怨
rlrz,1=揉了揉
rlsh,1=如狼似虎
rlsr,1=绕梁三日
rlut,1=扰乱视听
rluy,1=如临深渊
rlvh,1=人老珠黄
rlwj,1=日理万机
rlwl,1=人力物力
rlwm,1=人类文明
rlxj,1=人类学家
rlxt,1=人类学
rlxu,1=日落西山
rlyk,1=热泪盈眶
rlzl,1=肉烂在锅里
rmbi,1=人民币
rmdx,1=人民大学
rmfx,1=如梦方醒
rmgt,1=人命关天
rmgx,1=人脉关系
rmgy,1=人模狗样
rmif,1=如沐春风
rmix,1=如梦初醒
rmmm,1=软绵绵
rmra,1=若明若暗
rmsf,1=入木三分
rmth,1=人面桃花
rmtq,1=日暮途穷
rmux,1=人面兽心
rmvb,1=入幕之宾
rmvf,1=人民政府
rmvj,1=燃眉之急
rmwh,1=人满为患
rmyd,1=人莫予毒
rmyh,1=人民银行
rmyp,1=软磨硬泡
rmyu,1=戎马一生
rmyx,1=茹毛饮血
rmzb,1=如芒在背
rnli,1=忍耐力
rnsy,1=如你所愿
rnus,1=如鸟兽散
rnwa,1=日内瓦
rnxs,1=阮囊羞涩
rpiv,1=人怕出名猪怕壮
rqev,1=如期而至
rqlk,1=人去楼空
rqln,1=人情冷暖
rqmy,1=柔情蜜意
rqqq,1=热气球
rqrh,1=人前人后
rqrl,1=入情入理
rqrs,1=如泣如诉
rqsu,1=柔情似水
rqtt,1=热气腾腾
rqtu,1=忍气吞声
rqug,1=人情世故
rqvd,1=人穷志短
rqwq,1=人弃我取
rqww,1=人情味
rqyj,1=日清月结
rqyy,1=热情洋溢
rqzi,1=绕圈子
rqzr,1=任其自然
rrdv,1=人人得而诛之
rrfr,1=人若犯我，我必犯人
rrfu,1=如日方升
rrfv,1=忍辱负重
rrfw,1=人若犯我
rrhd,1=人人喊打
rrhh,1=热热乎乎
rrjv,1=人人皆知
rrnn,1=热热闹闹
rrpd,1=人人平等
rrqm,1=人如其名
rrqu,1=弱肉强食
rrtu,1=忍辱偷生
rruf,1=热热身
rruq,1=冉冉升起
rrvt,1=如日中天
rrvu,1=仁人志士
rrvv,1=认认真真
rrwj,1=如入无人之境
rrwl,1=软弱无力
rrwq,1=任人唯亲
rrwx,1=任人唯贤
rrxk,1=柔韧性
rryg,1=荣辱与共
rryy,1=日日夜夜
rryz,1=人人有责
rrzg,1=任人宰割
rrzw,1=人人自危
rsbs,1=人算不如天算
rsgv,1=人所共知
rsjy,1=乳酸菌
rskb,1=如丧考妣
rsle,1=热死了
rsrm,1=人死如灯灭
rsti,1=染色体
rsyx,1=日思夜想
rtcx,1=人同此心
rtga,1=忍痛割爱
rtma,1=人头马
rtsu,1=如图所示
rttg,1=热腾腾
rtuv,1=人头税
rubq,1=人善被人欺
rucg,1=入室操戈
rudf,1=人声鼎沸
rudu,1=人生地不熟
rugf,1=人神共愤
rugj,1=人身攻击
rujh,1=人生几何
rujv,1=如数家珍
rulu,1=人生路不熟
ruqt,1=弱势群体
rurh,1=人山人海
rurm,1=人生如梦
rurq,1=人生如棋
rusg,1=日上三竿
rusu,1=如上所述
rutg,1=人是铁饭是钢
ruuf,1=惹是生非
ruvf,1=如释重负
ruwg,1=人谁无过
ruyl,1=日晒雨淋
ruyv,1=人是衣妆
ruzu,1=人生在世
rvci,1=肉中刺
rvcq,1=任重才轻
rvdg,1=柔中带刚
rvdy,1=任重道远
rvey,1=任重而道远
rviq,1=人之常情
rviu,1=人之初，性本善
rvjr,1=仁者见仁
rvjs,1=人之将死
rvju,1=人之将死，其言也善
rvls,1=热胀冷缩
rvlu,1=软着陆
rvrz,1=绕指柔
rvvl,1=人中之龙
rvwm,1=日臻完美
rvwu,1=日臻完善
rvyj,1=仁至义尽
rvyu,1=仁者乐山
rwcs,1=人为财死
rwdl,1=人文地理
rwdr,1=人为刀俎，我为鱼肉
rwgl,1=人往高处走，水往低处流
rwkr,1=忍无可忍
rwlj,1=任务栏
rwqu,1=若无其事
rwrl,1=人五人六
rwwr,1=人无完人
rwxu,1=润物细无声
rwyq,1=人微言轻
rwyr,1=人外有人
rwyt,1=融为一体
rwyy,1=人无远虑，必有近忧
rwzi,1=绕弯子
rxbg,1=人心不古
rxbx,1=人心不足蛇吞象
rxdc,1=人行道
rxft,1=热血沸腾
rxgd,1=人小鬼大
rxgp,1=人心隔肚皮
rxhd,1=人行横道
rxhh,1=人心惶惶
rxhx,1=人性化
rxnc,1=人心难测
rxql,1=日行千里
rxqy,1=人心齐泰山移
rxrg,1=柔心弱骨
rxru,1=仁心仁术
rxss,1=入乡随俗
rxsx,1=人心所向
rxun,1=任贤使能
rxvn,1=瑞雪兆丰年
rxwg,1=乳臭未干
rxxb,1=人心向背
rxyy,1=日新月异
rycl,1=日夜操劳
ryct,1=日月蹉跎
rydd,1=仁义道德
rydf,1=人有旦夕祸福
rydu,1=如鱼得水
ryev,1=如约而至
ryfq,1=饶有风趣
ryft,1=肉眼凡胎
rygh,1=日月光华
ryhl,1=人欲横流
ryji,1=日夜兼程
ryjq,1=锐意进取
ryju,1=软硬兼施
ryjx,1=如意吉祥
ryjy,1=日以继夜
rykw,1=人言可畏
rylx,1=仁义礼智信
rymf,1=人仰马翻
rypb,1=日用品
ryqf,1=人以群分
ryqq,1=任意球
ryrf,1=忍一忍
ryrs,1=日月如梭
ryrv,1=若要人不知
ryrw,1=若有若无
ryrx,1=若隐若现
rysj,1=人有三急
rysm,1=日有所思，夜有所梦
rysp,1=如意算盘
ryss,1=若有所思
rysu,1=若有所失
rysx,1=如影随形
ryti,1=日益突出
rytj,1=日月潭
ryvi,1=如蝇逐臭
rywh,1=容易忘
rywu,1=如烟往事
rywx,1=软玉温香
ryxi,1=日月星辰
ryxq,1=饶有兴趣
ryxu,1=人烟稀少
ryxv,1=饶有兴致
ryyi,1=如愿以偿
ryyv,1=日益严重
ryyy,1=人云亦云
rzdm,1=人走灯灭
rzgz,1=认祖归宗
rzif,1=如坐春风
rzil,1=人走茶凉
rzjh,1=人赃俱获
rzjj,1=人在江湖，身不由己
rzkj,1=孺子可教
rznq,1=孺子牛
rzvv,1=如坐针毡
rzwt,1=人在屋檐下，不得不低头
rzwx,1=人在屋檐下
rzyz,1=荣宗耀祖
rzzf,1=认贼作父
sbbb,1=三步并作两步
sbda,1=斯巴达
sbdc,1=三班倒
sbdk,1=斯巴达克
sbdy,1=随波荡漾
sbhg,1=死不悔改
sbho,1=三把火
sbji,1=所不及
sbkn,1=俗不可耐
sblh,1=三百六十行
sbmm,1=死不瞑目
sbni,1=随便你
sbqu,1=三部曲
sbsr,1=算不算
sbuh,1=算不上
sbvj,1=损兵折将
sbvl,1=随波逐流
sbxl,1=四不像
sbxu,1=素不相识
sbyk,1=色不异空
sbyr,1=虽败犹荣
sbyu,1=三步一岗，五步一哨
sbyy,1=散兵游勇
sbzi,1=腮帮子
sbzx,1=死不足惜
scbl,1=色彩斑斓
scbu,1=三寸不烂之舌
scjl,1=三寸金莲
scsd,1=三从四德
scvu,1=三寸之舌
scxu,1=似曾相识
sdbt,1=色胆包天
sdfd,1=似懂非懂
sdfm,1=四大发明
sdgm,1=斯德哥尔摩
sdim,1=扫地出门
sdjk,1=四大皆空
sdjl,1=三等奖
sdle,1=死定了
sdlq,1=随大流
sdlt,1=死到临头
sdmv,1=四大名著
sdqs,1=死得其所
sdtz,1=死对头
sduj,1=锁定胜局
sduv,1=所得税
sdvu,1=僧多粥少
sdxx,1=私底下
sdyi,1=搔到痒处
sefu,1=死而复生
sehy,1=死而后已
sewd,1=萨尔瓦多
sewh,1=死而无憾
sewy,1=塞尔维亚
sfeq,1=随风而去
sfeu,1=随风而逝
sfju,1=司法局
sfqm,1=私房钱
sfqy,1=随风潜入夜
sfsc,1=三番四次
sfsx,1=送佛送到西
sftm,1=三伏天
sfvd,1=随风转舵
sfve,1=三分之二
sfvs,1=三分钟
sfvy,1=三分之一
sfwc,1=三番五次
sfwl,1=四分五裂
sfxg,1=三分像人，七分像鬼
sgby,1=三更半夜
sgdl,1=三国鼎立
sgdu,1=三个多小时
sgdv,1=三个多钟
sgdy,1=三个多月
sgfs,1=损公肥私
sghi,1=三个和尚没水吃
sgij,1=三个臭皮匠
sgld,1=苏格拉底
sglj,1=苏格兰
sglp,1=三姑六婆
sgml,1=三顾茅庐
sgvi,1=三国志
sgvl,1=赛过诸葛亮
sgvt,1=三个钟头
sgwi,1=三纲五常
sgxq,1=三个星期
sgxu,1=三个小时
sgyt,1=四个月
sgyy,1=三国演义
sgzi,1=四个字
shbx,1=死活不信
shfr,1=死灰复燃
shjl,1=松花江
shju,1=随行就市
shla,1=撒哈拉
shqp,1=三魂七魄
shsu,1=四环素
shsy,1=岁寒三友
shts,1=死胡同
shuh,1=索贿受贿
shuo,1=俗话说
shup,1=四海升平
shvd,1=四海之内皆兄弟
shwd,1=三皇五帝
shwj,1=四海为家
shws,1=三呼万岁
shyj,1=四海一家
sidx,1=四川大学
sigd,1=搜肠刮肚
sikj,1=随处可见
sild,1=三长两短
siqf,1=思潮起伏
siug,1=四川省
sivl,1=丝绸之路
sjcd,1=私家菜
sjdu,1=四季度
sjhh,1=三句话不离本行
sjhx,1=三句话
sjit,1=四脚朝天
sjjd,1=所见即所得
sjjl,1=三教九流
sjlt,1=所见略同
sjqa,1=三聚氰胺
sjqk,1=三缄其口
sjqr,1=丧家犬
sjri,1=四季如春
sjsb,1=耸肩缩背
sjsd,1=随叫随到
sjsw,1=所见所闻
sjtl,1=丧尽天良
sjvq,1=丧家之犬
sjyb,1=随机应变
sjyx,1=送旧迎新
skjg,1=司空见惯
sksi,1=萨克斯
skti,1=思考题
skyu,1=随口一说
slba,1=算了吧
slbj,1=酸了吧唧
slfk,1=斯洛伐克
slgr,1=三连冠
slie,1=三轮车
sljd,1=三六九等
slke,1=斯洛克
slkq,1=松了口气
slla,1=塞拉利昂
sllk,1=斯里兰卡
sllq,1=酸溜溜
slmf,1=所罗门
slnj,1=苏里南
slnr,1=色厉内荏
slqd,1=四轮驱动
slqu,1=死里求生
slsj,1=耸了耸肩
slsr,1=算了算
sltu,1=死里逃生
slwu,1=三令五申
slwy,1=斯洛文尼亚
slxq,1=思来想去
slyq,1=松了一口气
slyr,1=司令员
slyt,1=死路一条
slzu,1=撒拉族
smbf,1=四面八方
smdy,1=死马当活马医
smig,1=四面楚歌
smjt,1=四目交投
smli,1=索马里
smmi,1=色眯眯
smni,1=岁末年初
smnv,1=驷马难追
smpu,1=素昧平生
smvi,1=三明治
smvx,1=司马昭之心
smxd,1=四目相对
smyi,1=扫描仪
snbv,1=三年不开张
snjb,1=死脑筋
snje,1=塞内加尔
snji,1=四年级
snke,1=斯诺克
snqy,1=三年清知府，十万雪花银
spbw,1=四平八稳
spll,1=死皮赖脸
splm,1=撕破脸
splp,1=撕破脸皮
spls,1=塞浦路斯
spnv,1=撒泡尿照照
sqbl,1=死乞白赖
sqdh,1=俗气得很
sqey,1=三七二十一
sqhl,1=死去活来
sqii,1=死气沉沉
sqkd,1=三七开
sqld,1=算起来
sqqn,1=死翘翘
sqrg,1=丧权辱国
sqsq,1=三妻四妾
sqxh,1=思前想后
sqyi,1=三缺一
srih,1=三人成虎
srlj,1=损人利己
srqj,1=肃然起敬
srqy,1=思如泉涌
srsh,1=色若死灰
srtw,1=耸人听闻
srxu,1=三人行，必有我师
ssbb,1=随随便便
ssbt,1=四散奔逃
ssex,1=三思而行
ssfd,1=瑟瑟发抖
ssff,1=四四方方
sskk,1=松松垮垮
ssll,1=三三两两
ssnn,1=岁岁年年
ssnt,1=岁岁年年人不同
ssrk,1=丝丝入扣
sssv,1=三四岁
sssx,1=所思所想
ssui,1=三四十
ssxd,1=三岁小孩都知道
ssxh,1=三岁小孩
ssyq,1=搜索引擎
ssyu,1=虽死犹生
stbd,1=四通八达
stbq,1=四体不勤
stdw,1=三天打鱼，两天晒网
stdy,1=三天打鱼
stfx,1=斯坦福大学
stkl,1=酸甜苦辣
stkx,1=酸甜苦辣咸
stlb,1=三头六臂
stlt,1=三天两头
stlu,1=三条路
stsn,1=缩头缩脑
stsw,1=三天三夜说不完
subg,1=撒手不管
subh,1=四十不惑
subj,1=四时八节
suef,1=似是而非
suel,1=三十而立
sueq,1=撒手而去
suer,1=塞舌尔
sufh,1=随声附和
suho,1=私生活
sulj,1=三十六计
sumf,1=送上门
suml,1=送上门来
sunh,1=似水年华
sunl,1=随手拈来
sunv,1=私生女
sunz,1=搔首弄姿
surh,1=撒手人寰
surq,1=似水柔情
susd,1=随时随地
susj,1=缩手缩脚
sutk,1=随身听
sutt,1=四世同堂
suwd,1=碎尸万段
suwj,1=所剩无几
suwl,1=死水微澜
suwr,1=四舍五入
suyx,1=三生有幸
suzi,1=私生子
svbh,1=四肢百骸
svbt,1=死猪不怕开水烫
svel,1=随之而来
svgx,1=丝竹管弦
svjl,1=三贞九烈
svqu,1=三战全胜
svsj,1=速战速决
svwl,1=四肢无力
swdv,1=死无对证
swiq,1=三五成群
swjd,1=肆无忌惮
swks,1=孙悟空
swlv,1=死亡率
swqu,1=死无全尸
swsd,1=斯文扫地
swsv,1=四五岁
swui,1=四五十
swul,1=斯威士兰
swum,1=塞翁失马
swyc,1=算无遗策
swyl,1=送往迎来
swyt,1=三位一体
swzd,1=死无葬身之地
sxbg,1=死性不改
sxbk,1=丧心病狂
sxey,1=三心二意
sxfx,1=似笑非笑
sxji,1=四星级
sxjj,1=思想境界
sxjx,1=思想家
sxlf,1=撕心裂肺
sxli,1=私下里
sxpm,1=所向披靡
sxrk,1=思贤如渴
sxsy,1=随心所欲
sxtd,1=死心塌地
sxui,1=三小时
sxuu,1=私相授受
sxwd,1=所向无敌
sxwe,1=三下五除二
sxwq,1=思绪万千
sxww,1=色香味
sxxk,1=思想性
sxyj,1=死心眼
sxym,1=夙兴夜寐
sxzn,1=私心杂念
syal,1=死于安乐
sybr,1=岁月不饶人
sydx,1=所以动心忍性
syea,1=随遇而安
syff,1=四月份
syfg,1=塞牙缝
syfm,1=死于非命
syhx,1=私有化
syju,1=所言极是
syly,1=三言两语
symz,1=死要面子
syne,1=所以呢
syqr,1=所有权
syqy,1=私营企业
syrj,1=所以然
syrr,1=岁月荏苒
syrs,1=岁月如梭
syun,1=所以说呢
syuo,1=所以说
syww,1=肆意妄为
sywx,1=死亦为鬼雄
syxk,1=随意性
syyg,1=死有余辜
szbf,1=孙子兵法
szdi,1=所在地
szdl,1=三足鼎立
szjk,1=三字经
szsw,1=所作所为
sztd,1=色字头上一把刀
szyj,1=嗓子眼
tabp,1=凸凹不平
tbck,1=坦白从宽
tbco,1=挺不错
tbcr,1=投笔从戎
tbdi,1=螳臂当车
tbdj,1=坦白地讲
tbdl,1=天崩地裂
tbds,1=听不懂
tbdu,1=太不懂事
tbdz,1=填饱肚子
tbgo,1=通不过
tbjj,1=太不讲究
tbjm,1=听不见
tbjq,1=听不进去
tbjy,1=头把交椅
tbjz,1=添兵减灶
tbku,1=脱不开身
tble,1=太棒了
tblj,1=挑拨离间
tblu,1=土八路
tbqi,1=听不清楚
tbsu,1=退避三舍
tbsy,1=推本溯源
tbtg,1=疼不疼
tbtj,1=天兵天将
tbtk,1=听不听
tbts,1=痛不痛
tbtt,1=头版头条
tbuh,1=谈不上
tbvi,1=恬不知耻
tbvl,1=推波助澜
tbwj,1=土崩瓦解
tbwz,1=提笔忘字
tbxd,1=同胞兄弟
tbxh,1=太不像话
tbxl,1=同病相怜
tbxq,1=特别行政区
tbxx,1=太不小心
tbyk,1=铁板一块
tbyu,1=痛不欲生
tbzm,1=天不作美
tcdb,1=天材地宝
tchm,1=图财害命
tcry,1=天从人愿
tdhq,1=跳到黄河洗不清
tdil,1=推倒重来
tdiq,1=天道酬勤
tdjl,1=贪多嚼不烂
tdle,1=太多了
tdll,1=挑大梁
tdlp,1=天打雷劈
tdlx,1=天地良心
tdqu,1=舔犊情深
tdst,1=痛定思痛
tdul,1=荼毒生灵
tdwh,1=天打五雷轰
tdwy,1=贪得无厌
tdyc,1=天妒英才
tdyv,1=挑灯夜战
tdzk,1=添丁增口
tebw,1=听而不闻
teby,1=痛而不言
tegv,1=推而广之
tehv,1=堂而皇之
tejw,1=退而结网
teqc,1=退而求其次
teqi,1=土耳其
tezx,1=铤而走险
tfbx,1=通风报信
tfdf,1=天翻地覆
tfid,1=头发长见识短
tfjb,1=太费劲
tfju,1=挑肥拣瘦
tfjy,1=听风就是雨
tflx,1=条分缕析
tfmj,1=突飞猛进
tfqx,1=突发奇想
tfvg,1=天府之国
tfwj,1=铁饭碗
tfxk,1=突发性
tfyb,1=天赋异禀
tfym,1=同父异母
tfyt,1=天方夜谭
tgbi,1=同工不同酬
tgdd,1=天公地道
tgdh,1=天高地厚
tgdv,1=天干地支
tgdy,1=天高地远
tgfl,1=太过分了
tggk,1=同甘共苦
tghk,1=天高海阔
tghl,1=退耕还林
tghy,1=天高皇帝远
tgji,1=铁公鸡
tgjl,1=偷工减料
tgle,1=太贵了
tglj,1=谈古论今
tgml,1=天刚蒙蒙亮
tgnx,1=吐故纳新
tgqf,1=痛改前非
tgrf,1=天高任鸟飞
tgti,1=同工同酬
tgwl,1=贪官污吏
tgxk,1=提个醒
tgyb,1=铁观音
tgye,1=涂改液
tgyf,1=天各一方
tgyh,1=韬光养晦
tgyj,1=同归于尽
thbj,1=天花板
thbv,1=蜕化变质
thda,1=天昏地暗
thdl,1=天荒地老
thgd,1=醍醐灌顶
thgn,1=偷换概念
thjb,1=钛合金
thle,1=太好了
thlj,1=谈婚论嫁
thll,1=桃红柳绿
thlu,1=土豪劣绅
thlv,1=天花乱坠
thnh,1=徒呼奈何
thnv,1=头昏脑涨
thpv,1=通货膨胀
thry,1=谈何容易
thsb,1=投怀送抱
thtv,1=拖后腿
thwd,1=挺好玩的
thwl,1=太好玩了
thyg,1=铁画银钩
thyh,1=头昏眼花
thyl,1=太好用了
thyx,1=昙花一现
thyy,1=桃花运
tibv,1=推崇备至
tidb,1=天差地别
tidj,1=天长地久
tidk,1=同仇敌忾
tidy,1=天差地远
tigv,1=同床共枕
tigx,1=突出贡献
tiiv,1=铁杵成针
tiix,1=推陈出新
tijg,1=统筹兼顾
tijj,1=同场竞技
timv,1=铁杵磨成针
tirj,1=天长日久
titv,1=同吃同住
tity,1=铁齿铜牙
tiut,1=逃出生天
tivd,1=突出重点
tixd,1=坦诚相待
tixf,1=痛彻心扉
tiym,1=同床异梦
tizo,1=天秤座
tjbl,1=天机不可泄露
tjbm,1=偷鸡不着蚀把米
tjdb,1=投机倒把
tjdx,1=同济大学
tjdy,1=天经地义
tjhj,1=讨价还价
tjhq,1=跳进黄河洗不清
tjjl,1=团结就是力量
tjjr,1=推己及人
tjkt,1=塔吉克斯坦
tjkz,1=塔吉克族
tjmg,1=偷鸡摸狗
tjpx,1=天将破晓
tjqq,1=投机取巧
tjqr,1=太极拳
tjsd,1=田径赛
tjvm,1=脱缰之马
tjvr,1=头角峥嵘
tjxu,1=投井下石
tjyh,1=听君一席话
tjzu,1=土家族
tkbq,1=填空补缺
tkei,1=脱口而出
tklg,1=塔克拉玛干
tkll,1=痛快淋漓
tklt,1=痛哭流涕
tkmt,1=土库曼斯坦
tkvd,1=特快专递
tlai,1=谈恋爱
tlbh,1=螳螂捕蝉，黄雀在后
tlbi,1=螳螂捕蝉
tlbx,1=桃李不言，下自成蹊
tldw,1=天罗地网
tldx,1=特立独行
tlfj,1=吐鲁番
tlhd,1=挺厉害
tlhl,1=涕泪横流
tlht,1=拖了后腿
tlhv,1=偷梁换柱
tlhw,1=同流合污
tlhz,1=通力合作
tlji,1=拖拉机
tlju,1=铁路局
tlkh,1=脱离苦海
tlkq,1=叹了口气
tlld,1=体力劳动
tlle,1=太累了
tlmx,1=桃李满天下
tlng,1=特立尼达和多巴哥
tlnr,1=天理难容
tlrf,1=同龄人
tlrq,1=天理人情
tlsi,1=托拉斯
tltj,1=谈了谈
tltm,1=舔了舔
tltq,1=挑来挑去
tltv,1=推了推
tluj,1=脱离实际
tlvj,1=屠龙之技
tlvl,1=天伦之乐
tlvu,1=天籁之声
tlvv,1=天理昭昭
tlvy,1=天籁之音
tlwf,1=徒劳往返
tlwg,1=徒劳无功
tlwy,1=徒劳无益
tlxb,1=铁了心
tlxf,1=袒露心扉
tlxi,1=跳梁小丑
tlzi,1=捅娄子
tmbg,1=图谋不轨
tmbw,1=天命不可违
tmde,1=他妈的
tmfw,1=捅马蜂窝
tmgi,1=土木工程
tmle,1=太慢了
tmml,1=天蒙蒙亮
tmvn,1=天命之年
tmws,1=铁面无私
tmxr,1=贪慕虚荣
tmxz,1=唾沫星子
tnbk,1=糖尿病
tndb,1=天南地北
tndu,1=拖泥带水
tnfr,1=头脑发热
tnhb,1=天南海北
tnjd,1=头脑简单
tnqw,1=探囊取物
tnry,1=天怒人怨
tnsi,1=突尼斯
tpdd,1=调皮捣蛋
tpfu,1=通配符
tpjm,1=太平间
tpkz,1=突破口
tptf,1=踏破铁鞋无觅处，得来全不费工夫
tpvf,1=脱贫致富
tpxk,1=突破性
tpxl,1=头破血流
tpyh,1=太平洋
tqbx,1=图穷匕见
tqdc,1=跆拳道
tqdl,1=通情达理
tqfy,1=探亲访友
tqgd,1=挺奇怪的
tqiu,1=听清楚
tqjx,1=探亲假
tqky,1=投亲靠友
tqld,1=听起来
tqll,1=提前量
tqlv,1=同气连枝
tqsh,1=投其所好
tqtb,1=铜墙铁壁
tqua,1=谈情说爱
tqxb,1=同情心
tqyj,1=听其言
tqym,1=吐气扬眉
tqyx,1=听其言而观其行
tqzr,1=听其自然
trdb,1=体弱多病
trey,1=同日而语
trgj,1=天人共鉴
trgs,1=痛入骨髓
trhy,1=天人合一
triv,1=泰然处之
trmd,1=坦然面对
trmi,1=甜如蜜
trqi,1=天然气
trql,1=突如其来
trqu,1=天然去雕饰
truv,1=坦然受之
trvb,1=天壤之别
tryj,1=讨人厌
tryl,1=天若有情天亦老
trzr,1=泰然自若
tsfv,1=胎死腹中
tsgp,1=兔死狗烹
tshb,1=兔死狐悲
tsjs,1=挑三拣四
tsny,1=坦桑尼亚
tsry,1=天随人愿
tstt,1=太岁头上动土
tswq,1=童叟无欺
tsyd,1=通俗易懂
tszs,1=推三阻四
ttba,1=忐忑不安
ttbf,1=谈吐不凡
ttbj,1=滔滔不绝
ttbl,1=投桃报李
ttdc,1=饕餮大餐
ttdd,1=坦坦荡荡
ttde,1=妥妥的
ttdm,1=条条大路通罗马
ttdz,1=滔天大罪
ttez,1=塔塔尔族
ttgg,1=坛坛罐罐
ttgu,1=退堂鼓
tthg,1=脱胎换骨
tthh,1=堂堂皇皇
tthr,1=偷天换日
ttij,1=土特产
ttji,1=推土机
ttjj,1=挑挑拣拣
ttjk,1=凸透镜
ttkk,1=痛痛快快
ttle,1=淘汰了
ttlg,1=亭台楼阁
ttll,1=拖拖拉拉
ttmm,1=偷偷摸摸
ttnr,1=头疼脑热
ttqi,1=通通气
ttrw,1=体贴入微
tttn,1=探头探脑
tttr,1=剃头挑子一头热
tttt,1=吞吞吐吐
ttud,1=头头是道
ttuf,1=提提神
ttut,1=吐吐舌头
ttuu,1=踏踏实实
ttvg,1=贪天之功
ttvr,1=团团转
ttvv,1=堂堂正正
ttwu,1=踢踏舞
ttxd,1=替天行道
ttxu,1=天天向上
ttyj,1=头痛医头，脚痛医脚
ttyl,1=亭亭玉立
ttym,1=听天由命
ttyt,1=头痛医头
ttyy,1=团团圆圆
tubb,1=天上不会掉馅饼
tubd,1=泰山北斗
tudb,1=天上掉馅饼
tudh,1=天时地利人和
tudx,1=听说读写
tuei,1=挺身而出
tugo,1=听说过
tugr,1=图书馆
tugs,1=同生共死
tukd,1=唾手可得
tulv,1=天生丽质
tups,1=贪生怕死
tuqk,1=特殊情况
tusc,1=唐诗宋词
tusg,1=台上三分钟，台下十年功
tutr,1=同是天涯沦落人
tutv,1=土生土长
tuwl,1=投石问路
tuwy,1=天生我材必有用
tuyd,1=天生一对
tuyi,1=太师椅
tuyw,1=天生尤物
tvbq,1=停滞不前
tvdm,1=天诛地灭
tvdv,1=天知地知
tvgj,1=同舟共济
tvjq,1=头重脚轻
tvjw,1=添砖加瓦
tvjy,1=添枝加叶
tvjz,1=天之骄子
tvlj,1=通知栏
tvlm,1=天真烂漫
tvlv,1=通胀率
tvmf,1=涂脂抹粉
tvru,1=铁证如山
tvrv,1=听之任之
tvvj,1=弹指之间
tvwx,1=天真无邪
tvwy,1=天助我也
tvyt,1=投之以桃
tvyy,1=逃之夭夭
twbm,1=图文并茂
twdl,1=天文地理
twer,1=天无二日
twfh,1=贪污腐化
twfx,1=天外飞仙
twgv,1=叹为观止
twhh,1=天网恢恢
twhx,1=题外话
twji,1=体温计
twjl,1=天无绝人之路
twkt,1=退无可退
twle,1=太晚了
twlk,1=天外来客
twlp,1=天王老子都不怕
twlu,1=图瓦卢
twlz,1=天王老子
twnc,1=天威难测
twpb,1=调味品
twsu,1=同位素
twtd,1=天文台
twuh,1=贪污受贿
twwf,1=体无完肤
twxj,1=天文学家
twxt,1=天文学
twyt,1=天外有天
txbu,1=天下本无事
txbz,1=贪心不足
txdc,1=剃须刀
txdd,1=提心吊胆
txdl,1=天下大乱
txdu,1=天下大事
txdv,1=天旋地转
txdy,1=天下第一
txfu,1=谈笑风生
txjb,1=退休金
txjf,1=啼笑皆非
txju,1=痛心疾首
txjx,1=痛下决心
txlb,1=袒胸露背
txle,1=体现了
txlm,1=同性恋
txlu,1=通讯录
txlv,1=同性恋者
txma,1=条形码
txmc,1=天下没有白吃的午餐
txmf,1=同学们
txpy,1=贪小便宜
txqy,1=偷香窃玉
txrn,1=推贤让能
txtd,1=同心同德
txtf,1=掏心掏肺
txtp,1=天下太平
